"R0000100","R0069500","R0536300","R0536402","R0538700","R0554500","R0554800","R1201300","R1236000","R1482600","R1487700","R2463300","R2600200","R2729700","R3481900","R3776700","R3876300","R3884701","R3885200","R3885300","R3885400","R3899100","R3923600","R3925200","R3925300","R5511700","R9829600","S7513500","S7521300","S7521400","S7521500","S7521600","S7521700","S7521800","S7521900","S7522000","S7522100","T0013900","T0022000","T0022100","T0022200","T0022300","T0022400","T0022500","T0022600","T0022700","Z9083800"
8455,1,1,1984,2,-2,-2,1,2,1,1,1,3,1,1,2,15,7,4,5,3,1,3,0,0,20,25773,14,815,-4,-4,-4,-4,-4,-4,-4,-4,14,650,745,-4,-4,-4,-4,-4,-4,14
8456,2,2,1980,2,-2,-2,1,-3,1,0,2,2,1,1,3,19,11,4,3,1,1,2,0,0,17,6615,16,700,-4,-4,-4,-4,-4,-4,-4,-4,16,800,-4,-4,-4,-4,-4,-4,-4,16
8457,1,1,1983,2,-2,-2,1,3,1,0,2,4,1,1,3,16,8,3,4,2,1,4,0,0,17,11177,12,750,-4,-4,-4,-4,-4,-4,-4,-4,12,575,600,-4,-4,-4,-4,-4,-4,12
8458,1,2,1984,2,1,1,1,3,1,0,2,4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,14,-5,13,650,840,-4,-4,-4,-4,-4,-4,-4,13,900,700,700,-4,-4,-4,-4,-4,13
8459,1,2,1984,2,-2,-2,1,4,1,0,2,4,1,3,2,15,9,4,5,4,1,4,0,0,16,22668,12,848,-4,-4,-4,-4,-4,-4,-4,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,12
8460,3,1,1983,2,1,1,1,4,1,0,3,4,1,1,3,17,10,3,7,5,1,3,0,0,17,20450,12,1040,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,12
8461,2,2,1981,2,2,2,1,4,1,1,3,4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,20,66045,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,20
8462,2,1,1983,2,5,1,1,3,1,0,2,2,1,1,3,16,10,2,3,1,1,2,0,0,18,63167,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,16,230769,-4,-4,-4,-4,-4,-4,-4,16
8463,1,1,1981,2,1,1,1,3,1,8,2,4,1,1,3,18,11,4,4,0,1,3,1,3,17,1388,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,12
8464,1,1,1984,2,2,2,1,3,1,0,2,2,1,1,2,15,8,4,2,1,1,2,0,0,20,1714,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,9,-4,-4,-4,-4,-4,-4,-4,-4,9
8465,1,1,1983,2,1,3,1,4,1,0,2,2,1,1,3,17,9,5,6,4,1,2,0,0,14,-4,10,947,1395,-3,-4,-4,-4,-4,-4,-4,10,1217,833,-4,-4,-4,-4,-4,-4,10
8466,1,1,1984,2,1,3,1,4,1,1,1,4,1,2,2,15,7,5,3,2,1,4,3,1,10,-4,9,936,1875,-3,-4,-4,-4,-4,-4,-4,9,645,500,2238,-4,-4,-4,-4,-4,9
8467,2,2,1982,2,2,-2,1,4,1,0,3,4,1,1,3,17,11,3,3,1,1,4,0,0,16,57875,17,960,750,-4,-4,-4,-4,-4,-4,-4,17,989,-4,-4,-4,-4,-4,-4,-4,18
8468,2,2,1980,2,2,1,1,3,1,1,3,3,1,3,3,19,12,4,4,1,2,3,0,2,16,15385,12,1102,-4,-4,-4,-4,-4,-4,-4,-4,12,1125,-4,-4,-4,-4,-4,-4,-4,12
8469,2,2,1983,2,1,1,1,4,1,4,1,4,1,1,2,16,8,3,4,2,1,4,0,0,12,9644,13,650,-4,-4,-4,-4,-4,-4,-4,-4,13,700,-4,-4,-4,-4,-4,-4,-4,16
8470,2,2,1982,2,3,2,1,1,1,1,2,3,1,1,3,17,9,3,4,2,1,1,0,1,17,16580,-3,597,-4,-4,-4,-4,-4,-4,-4,-4,-3,1100,700,-4,-4,-4,-4,-4,-4,-3
8471,2,2,1980,2,3,2,1,2,1,0,3,3,1,2,3,19,12,1,4,1,1,1,0,0,13,31554,13,1379,-4,-4,-4,-4,-4,-4,-4,-4,13,700,1050,-4,-4,-4,-4,-4,-4,13
8472,2,2,1981,2,3,2,1,2,1,3,3,3,1,1,3,17,10,4,2,1,1,1,0,2,9,1867,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,41,-4,-4,-4,-4,-4,-4,-4,10
8473,2,1,1983,2,3,2,1,2,1,1,2,3,1,1,3,16,9,10,3,1,0,1,0,0,15,3256,12,1100,-4,-4,-4,-4,-4,-4,-4,-4,12,1176,-4,-4,-4,-4,-4,-4,-4,12
8474,2,1,1984,2,2,3,1,2,1,1,2,3,1,1,2,15,9,4,5,4,1,-3,3,1,13,40103,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,11,-4,-4,-4,-4,-4,-4,-4,-4,11
8475,2,1,1984,2,2,3,1,1,1,4,2,3,1,3,2,14,8,3,4,2,1,1,3,1,20,36797,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,-4,-4,-4,-4,-4,-4,-4,-4,10
8476,3,2,1982,2,-4,-4,-4,2,1,6,2,3,1,1,-4,17,9,4,4,3,1,-4,0,3,13,-4,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,9,-4,-4,-4,-4,-4,-4,-4,-4,9
8477,2,1,1983,2,3,-2,1,1,1,1,1,1,1,1,2,16,8,2,5,3,1,1,0,0,20,0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-3
8478,2,2,1981,2,1,-2,1,3,1,0,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9
8479,2,2,1983,2,1,-2,1,3,1,0,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8
8481,2,1,1980,2,4,4,1,3,1,2,3,3,1,1,4,19,13,4,4,1,0,-4,0,1,16,50367,15,1300,-4,-4,-4,-4,-4,-4,-4,-4,15,1123,750,-4,-4,-4,-4,-4,-4,16
8482,1,1,1980,2,4,4,1,3,1,8,3,3,1,2,3,18,11,4,4,1,0,1,2,2,18,3928,13,-3,-3,-4,-4,-4,-4,-4,-4,-4,13,145,-3,-4,-4,-4,-4,-4,-4,13
8483,3,1,1982,2,4,4,1,1,1,2,2,-3,1,3,3,17,10,-3,5,1,0,1,1,3,16,4332,12,1050,1000,-4,-4,-4,-4,-4,-4,-4,12,1091,1050,-4,-4,-4,-4,-4,-4,12
8484,2,1,1983,5,0,0,3,1,2,10,2,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,10,1329,-3,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,10
8485,4,1,1984,5,0,0,3,1,2,7,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,1250,-4,-4,-4,-4,-4,-4,-4,-4,9,1200,-4,-4,-4,-4,-4,-4,-4,9
8486,2,1,1981,1,1,1,1,3,2,1,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11
8487,2,1,1981,2,3,2,1,-3,1,1,2,2,1,2,3,18,11,4,2,0,1,2,0,0,14,22135,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12
8488,2,1,1982,2,-2,-2,1,3,1,6,2,-3,1,1,3,17,10,3,3,1,1,-3,0,0,18,-4,11,35000,-4,-4,-4,-4,-4,-4,-4,-4,11,75013,-4,-4,-4,-4,-4,-4,-4,11
8489,2,1,1981,2,1,2,1,2,1,1,3,2,1,1,3,18,10,8,3,0,1,1,1,1,12,9809,10,1246,535,1438,1667,-4,-4,-4,-4,-4,10,700,-3,-4,-4,-4,-4,-4,-4,10
8490,2,2,1981,1,2,-2,1,2,2,1,3,2,1,2,3,17,11,4,5,4,1,1,1,1,15,24778,12,802,700,900,-4,-4,-4,-4,-4,-4,12,800,700,-4,-4,-4,-4,-4,-4,13
8491,2,2,1980,1,4,1,2,2,2,3,3,2,1,4,3,19,-3,1,9,5,1,1,2,2,15,18337,-3,400,919,-3,-4,-4,-4,-4,-4,-4,-3,-3,-3,-3,-4,-4,-4,-4,-4,-3
8492,2,2,1982,1,4,1,2,2,2,1,2,-3,1,3,3,17,9,10,2,1,1,1,0,0,15,1227,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,9,-4,-4,-4,-4,-4,-4,-4,-4,9
8493,3,2,1982,2,1,-2,1,1,1,2,2,2,1,3,3,16,10,10,2,1,1,1,1,0,16,1007,12,750,-4,-4,-4,-4,-4,-4,-4,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,12
8494,3,2,1980,1,0,-2,1,2,2,1,3,2,1,2,-4,19,12,10,3,1,1,-4,0,0,14,54275,14,1500,-4,-4,-4,-4,-4,-4,-4,-4,14,1350,-4,-4,-4,-4,-4,-4,-4,15
8495,3,2,1982,2,1,-2,1,2,1,0,3,2,1,1,3,17,10,10,3,2,1,1,0,0,11,-4,10,600,550,921,-3,-4,-4,-4,-4,-4,10,700,650,600,-4,-4,-4,-4,-4,13
8496,3,2,1983,2,1,1,1,1,1,1,2,2,1,3,3,16,9,9,3,1,1,1,0,0,18,3302,12,-3,-4,-4,-4,-4,-4,-4,-4,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,14
8497,2,2,1982,2,-4,-4,-4,2,1,0,2,2,1,1,2,17,10,8,3,2,1,1,2,1,16,1405,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,14
8498,1,2,1984,1,5,2,1,2,2,0,2,3,1,1,3,15,9,2,5,3,0,3,0,1,15,83241,14,1850,12500,-4,-4,-4,-4,-4,-4,-4,14,10000,1440,1850,-4,-4,-4,-4,-4,14
8499,2,2,1981,2,3,-2,1,2,1,2,3,2,1,2,3,17,11,8,4,3,1,1,0,2,16,48577,13,688,790,-3,-3,-4,-4,-4,-4,-4,13,682,-4,-4,-4,-4,-4,-4,-4,14
8500,4,1,1980,5,3,1,1,2,2,0,-4,-4,1,3,-4,19,11,1,6,3,1,-4,0,0,11,66300,13,1413,-4,-4,-4,-4,-4,-4,-4,-4,13,1731,-4,-4,-4,-4,-4,-4,-4,13
8501,1,1,1982,5,3,1,1,2,2,2,3,2,1,1,3,17,11,1,5,3,1,2,0,2,16,88603,15,-4,825,-4,-4,-4,-4,-4,-4,-4,15,-4,-4,-4,-4,-4,-4,-4,-4,16
8502,2,2,1984,5,3,1,1,1,2,0,2,3,1,3,3,15,9,1,5,3,1,2,0,0,15,44175,14,942,650,935,-4,-4,-4,-4,-4,-4,15,941,740,-4,-4,-4,-4,-4,-4,16
8503,2,1,1983,2,0,1,1,1,1,0,2,1,1,2,3,16,9,3,4,1,2,1,0,0,19,23928,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,13,844,-4,-4,-4,-4,-4,-4,-4,13
8504,2,1,1982,2,1,1,1,1,1,0,3,1,1,1,3,17,11,4,3,1,2,1,1,0,18,51400,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,15
8505,2,2,1980,2,-2,-2,1,2,1,0,3,2,1,1,3,18,11,10,3,0,1,2,0,0,16,12546,12,1074,772,-4,-4,-4,-4,-4,-4,-4,12,1159,925,-4,-4,-4,-4,-4,-4,12
8506,2,2,1982,2,-2,-2,1,1,1,2,2,1,1,2,2,17,8,9,5,3,2,-3,0,1,14,10529,9,-3,-4,-4,-4,-4,-4,-4,-4,-4,9,625,-4,-4,-4,-4,-4,-4,-4,9
8507,1,1,1984,2,-2,-2,1,1,1,0,2,1,1,1,2,15,8,8,5,3,1,-3,0,2,10,2791,9,540,-4,-4,-4,-4,-4,-4,-4,-4,9,625,-4,-4,-4,-4,-4,-4,-4,9
8508,1,2,1982,2,-2,-2,1,2,1,0,3,2,1,2,3,17,11,4,3,2,1,2,0,0,17,11732,12,637,-4,-4,-4,-4,-4,-4,-4,-4,12,930,-4,-4,-4,-4,-4,-4,-4,12
8509,3,2,1981,2,3,2,1,2,1,4,3,2,1,2,3,18,11,10,1,0,1,1,0,1,12,1567,12,895,700,-4,-4,-4,-4,-4,-4,-4,12,2310,1000,852,-4,-4,-4,-4,-4,15
8510,2,2,1982,2,-2,-2,1,1,1,0,2,2,1,3,3,17,10,4,5,4,1,2,0,0,17,5264,11,565,-4,-4,-4,-4,-4,-4,-4,-4,11,675,650,-4,-4,-4,-4,-4,-4,11
8511,2,1,1980,2,-2,-2,1,1,1,0,3,1,1,1,-4,19,12,4,2,0,1,-4,0,0,18,-4,13,1897,1601,-4,-4,-4,-4,-4,-4,-4,13,1897,-4,-4,-4,-4,-4,-4,-4,13
8512,2,2,1983,2,2,3,1,1,1,0,2,1,1,4,3,16,10,1,7,3,1,1,0,0,17,58181,15,1046,900,-4,-4,-4,-4,-4,-4,-4,15,700,775,1000,1196,-4,-4,-4,-4,15
8513,2,2,1984,2,1,-2,1,1,1,2,2,1,1,3,3,15,9,1,3,1,1,1,0,0,19,18380,13,825,1098,675,-4,-4,-4,-4,-4,-4,13,1042,1080,-4,-4,-4,-4,-4,-4,15
8514,3,1,1983,2,3,3,1,1,1,0,2,1,1,1,3,16,10,4,3,2,1,1,0,0,19,21984,12,1388,700,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,12
8515,3,2,1984,2,3,3,1,1,1,0,2,1,1,1,3,15,9,5,3,2,1,1,0,0,13,22208,12,620,-3,-4,-4,-4,-4,-4,-4,-4,12,904,615,-4,-4,-4,-4,-4,-4,12
8516,2,1,1980,5,-2,-2,3,1,2,0,3,1,1,2,4,19,12,1,5,1,2,-4,0,0,18,-4,14,975,1525,-4,-4,-4,-4,-4,-4,-4,14,800,1477,-4,-4,-4,-4,-4,-4,14
8517,2,1,1982,5,-2,-2,3,-3,2,0,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7
8518,1,1,1983,5,-2,-2,3,-3,2,0,-5,-5,1,2,2,16,8,1,5,3,2,1,0,0,-5,-4,13,1155,1341,-4,-4,-4,-4,-4,-4,-4,13,-3,1090,-4,-4,-4,-4,-4,-4,13
8519,2,1,1982,2,3,3,1,3,1,0,3,3,1,1,3,17,11,2,4,2,2,1,1,1,16,30582,12,-3,743,-4,-4,-4,-4,-4,-4,-4,12,865,-3,-4,-4,-4,-4,-4,-4,12
8520,2,2,1980,1,0,1,2,2,2,0,3,2,1,2,3,19,12,1,6,2,1,2,0,1,10,48894,12,-3,-4,-4,-4,-4,-4,-4,-4,-4,12,911,-4,-4,-4,-4,-4,-4,-4,14
8521,2,1,1983,1,0,1,2,4,2,2,2,2,1,2,3,15,9,1,6,2,1,2,0,0,16,60818,12,1545,870,-4,-4,-4,-4,-4,-4,-4,12,1585,-4,-4,-4,-4,-4,-4,-4,12
8522,2,2,1981,5,0,0,3,4,2,0,2,2,1,1,2,18,8,1,5,2,1,-3,0,0,17,1285,8,561,-4,-4,-4,-4,-4,-4,-4,-4,8,635,-4,-4,-4,-4,-4,-4,-4,8
8523,2,1,1983,5,0,0,3,4,2,0,2,4,1,2,2,16,8,1,5,2,1,-3,0,0,15,13368,9,707,600,-4,-4,-4,-4,-4,-4,-4,9,954,749,-4,-4,-4,-4,-4,-4,9
8524,2,2,1983,5,1,1,3,4,2,0,2,2,1,2,3,16,10,1,4,1,1,2,0,0,11,46450,16,2000,1500,2000,600,-4,-4,-4,-4,-4,16,1500,1000,-4,-4,-4,-4,-4,-4,16
8525,2,2,1980,1,0,-2,1,2,2,1,3,2,1,3,3,19,12,1,7,2,1,2,0,2,18,13258,12,829,-4,-4,-4,-4,-4,-4,-4,-4,12,844,-4,-4,-4,-4,-4,-4,-4,12
8526,2,2,1982,1,0,-2,1,4,2,0,2,2,1,2,3,17,10,1,7,3,1,2,1,2,11,4132,12,645,-4,-4,-4,-4,-4,-4,-4,-4,12,645,-4,-4,-4,-4,-4,-4,-4,12
8527,2,1,1983,1,0,-2,1,4,2,1,2,2,1,1,3,16,9,1,7,2,1,2,3,0,13,0,12,-3,892,533,-4,-4,-4,-4,-4,-4,12,673,1458,7500,-4,-4,-4,-4,-4,12
8528,2,1,1981,1,1,1,2,2,2,0,3,2,1,2,3,18,12,4,4,1,1,2,0,0,18,45918,14,688,-4,-4,-4,-4,-4,-4,-4,-4,14,523,-4,-4,-4,-4,-4,-4,-4,14
8529,2,1,1984,1,1,0,3,2,2,0,2,2,1,2,3,15,9,1,7,1,1,2,0,1,12,61395,13,1150,820,-4,-4,-4,-4,-4,-4,-4,13,1346,1034,-4,-4,-4,-4,-4,-4,13
8530,3,1,1980,1,-2,-2,3,2,2,2,-4,-4,1,3,-4,19,8,2,3,0,1,-4,0,0,9,15172,8,770,550,600,600,5000,-4,-4,-4,-4,8,742,-4,-4,-4,-4,-4,-4,-4,8
8531,2,2,1981,1,-2,-2,3,2,2,3,2,2,1,4,3,18,9,10,7,2,1,2,0,3,15,9700,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,9,-4,-4,-4,-4,-4,-4,-4,-4,9
8532,2,2,1981,1,0,-2,3,2,2,1,3,2,1,3,3,18,12,10,4,2,1,-3,0,3,16,35096,12,200,550,-4,-4,-4,-4,-4,-4,-4,12,830,600,685,600,250,-4,-4,-4,12
8533,2,1,1983,1,0,0,3,2,2,2,2,2,1,4,3,16,10,1,8,4,1,2,1,3,11,118,11,1911,-4,-4,-4,-4,-4,-4,-4,-4,11,700,-4,-4,-4,-4,-4,-4,-4,11
8534,2,2,1984,1,0,0,3,2,2,0,1,4,1,2,2,15,7,1,8,4,1,3,0,0,13,9556,9,340,-4,-4,-4,-4,-4,-4,-4,-4,9,-4,-4,-4,-4,-4,-4,-4,-4,9
8535,3,2,1980,1,2,1,1,-3,2,2,3,-3,6,2,3,19,12,1,7,3,1,-3,0,1,17,31244,12,800,-4,-4,-4,-4,-4,-4,-4,-4,12,1200,824,-4,-4,-4,-4,-4,-4,12
8536,1,1,1984,1,2,1,1,2,2,1,1,-3,1,2,2,15,8,1,7,3,1,2,5,2,10,21665,10,700,-3,-4,-4,-4,-4,-4,-4,-4,10,1500,-4,-4,-4,-4,-4,-4,-4,10
8537,2,1,1981,1,1,0,1,3,2,0,3,2,1,1,3,18,11,1,7,3,1,2,0,2,15,14316,12,1233,-4,-4,-4,-4,-4,-4,-4,-4,12,1260,-4,-4,-4,-4,-4,-4,-4,12
8538,2,1,1984,1,1,0,1,1,2,3,2,2,1,3,3,15,9,1,9,4,1,2,1,0,13,23976,11,1980,1477,700,-4,-4,-4,-4,-4,-4,11,2484,2079,-4,-4,-4,-4,-4,-4,11
8539,2,1,1984,1,1,2,1,1,2,0,2,1,1,3,2,15,8,3,5,3,1,2,0,0,12,-4,12,650,-4,-4,-4,-4,-4,-4,-4,-4,12,650,-4,-4,-4,-4,-4,-4,-4,12
8540,2,2,1980,5,-2,-2,1,4,2,1,3,4,1,3,5,19,13,1,5,1,0,-4,1,2,14,82031,17,1860,-4,-4,-4,-4,-4,-4,-4,-4,17,1654,-4,-4,-4,-4,-4,-4,-4,19
8541,2,1,1982,5,-2,-2,1,-3,2,4,2,4,1,1,3,17,11,1,5,1,0,4,1,0,17,-4,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,16,-4,-4,-4,-4,-4,-4,-4,-4,16
8542,2,1,1980,1,0,-2,1,4,2,0,3,4,1,3,3,19,12,10,5,1,1,4,0,2,12,19715,12,720,625,-4,-4,-4,-4,-4,-4,-4,12,770,655,-4,-4,-4,-4,-4,-4,12
8543,2,1,1980,1,1,1,1,4,2,0,3,4,1,1,3,19,13,1,4,1,0,4,0,2,-4,22618,16,2492,-4,-4,-4,-4,-4,-4,-4,-4,16,3270,-4,-4,-4,-4,-4,-4,-4,16
8544,2,1,1982,1,1,1,1,3,2,0,2,4,1,2,3,16,10,1,4,1,0,4,0,1,15,94609,16,-3,-4,-4,-4,-4,-4,-4,-4,-4,17,5000,-4,-4,-4,-4,-4,-4,-4,19
8545,1,2,1980,5,1,1,3,4,2,1,5,-4,1,2,-4,19,12,10,5,1,1,-4,0,0,17,54423,12,923,-4,-4,-4,-4,-4,-4,-4,-4,12,1000,-4,-4,-4,-4,-4,-4,-4,12
8546,2,2,1980,5,1,1,3,4,2,2,5,-4,1,3,-4,19,13,10,7,3,0,-4,0,2,14,34910,14,1115,910,-4,-4,-4,-4,-4,-4,-4,14,754,-3,-4,-4,-4,-4,-4,-4,14
8547,1,1,1982,5,-2,-2,1,3,2,0,2,4,1,3,3,17,9,1,6,2,1,4,0,1,14,-4,12,1173,-4,-4,-4,-4,-4,-4,-4,-4,12,1115,-4,-4,-4,-4,-4,-4,-4,12
8548,3,1,1980,5,1,0,3,4,2,2,3,4,1,1,-4,19,9,10,5,2,1,-4,0,2,17,6067,9,1250,880,-4,-4,-4,-4,-4,-4,-4,9,3654,1304,-4,-4,-4,-4,-4,-4,9
8549,2,2,1984,5,1,0,3,3,2,0,2,1,1,3,2,15,8,4,4,3,0,4,0,1,15,12739,15,2500,-4,-4,-4,-4,-4,-4,-4,-4,16,2500,-4,-4,-4,-4,-4,-4,-4,17
8550,2,1,1982,5,0,1,1,3,2,1,2,4,1,3,3,17,10,1,4,2,0,4,0,1,16,17862,15,750,923,-4,-4,-4,-4,-4,-4,-4,17,1011,-4,-4,-4,-4,-4,-4,-4,18
8551,2,1,1984,5,0,1,1,3,2,0,2,4,1,2,3,15,9,1,4,2,0,4,0,0,18,58001,15,804,-4,-4,-4,-4,-4,-4,-4,-4,15,848,-4,-4,-4,-4,-4,-4,-4,15
8552,2,2,1981,1,1,1,1,4,2,0,3,4,1,3,3,18,11,4,3,1,1,3,0,1,16,21350,12,1000,-4,-4,-4,-4,-4,-4,-4,-4,12,900,1050,-4,-4,-4,-4,-4,-4,12
8553,2,1,1982,1,1,1,1,3,2,0,2,4,1,2,3,17,9,4,3,1,1,3,0,0,18,16961,13,3383,1250,-4,-4,-4,-4,-4,-4,-4,17,2275,1733,-4,-4,-4,-4,-4,-4,16
8554,2,1,1981,5,0,0,3,3,2,0,2,-4,1,3,3,18,10,1,8,5,2,4,0,0,16,-4,13,1585,734,-4,-4,-4,-4,-4,-4,-4,13,936,1113,-4,-4,-4,-4,-4,-4,13
8555,2,2,1983,5,0,0,3,3,2,0,2,4,1,4,2,16,8,1,8,5,2,4,0,0,14,-4,9,792,-4,-4,-4,-4,-4,-4,-4,-4,9,-4,-4,-4,-4,-4,-4,-4,-4,9
8556,1,2,1980,5,2,-2,1,4,2,0,3,-3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8,811,838,-4,-4,-4,-4,-4,-4,-4,8,877,-4,-4,-4,-4,-4,-4,-4,8
8557,1,1,1984,5,2,-2,1,3,2,0,1,4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,34228,7,950,828,950,-4,-4,-4,-4,-4,-4,7,1000,950,-4,-4,-4,-4,-4,-4,14
8558,2,1,1984,1,1,1,1,3,2,1,2,4,1,1,2,15,7,4,7,4,2,4,0,0,16,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8,1336,-4,-4,-4,-4,-4,-4,-4,8
8559,2,1,1983,5,1,0,1,1,2,0,2,1,1,2,3,16,9,1,3,1,1,1,0,3,19,16118,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,10
8560,2,1,1980,1,1,1,1,1,2,1,3,1,1,2,-4,19,9,10,4,1,0,-4,1,1,-5,13400,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,1250,850,-4,-4,-4,-4,-4,-4,9
8561,2,2,1983,1,1,1,1,-3,2,0,2,1,1,2,3,16,10,4,2,1,1,1,0,0,17,43060,15,1000,-4,-4,-4,-4,-4,-4,-4,-4,16,1167,-4,-4,-4,-4,-4,-4,-4,16
8562,3,2,1981,5,1,0,2,1,2,1,3,1,1,3,3,18,12,2,6,3,1,1,1,1,12,10118,16,1200,-4,-4,-4,-4,-4,-4,-4,-4,16,1600,-4,-4,-4,-4,-4,-4,-4,16
8563,3,1,1982,1,3,3,1,1,2,1,3,1,1,2,3,17,11,1,5,2,1,1,0,3,16,24562,13,1489,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,13
8564,2,2,1982,1,1,3,1,1,2,1,3,1,1,1,3,17,11,4,3,2,1,1,0,1,15,40051,14,0,-4,-4,-4,-4,-4,-4,-4,-4,14,95,-4,-4,-4,-4,-4,-4,-4,14
8565,2,1,1980,1,0,0,1,1,2,0,3,1,1,4,5,19,12,1,3,0,1,-4,1,1,12,39560,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,13,1639,-4,-4,-4,-4,-4,-4,-4,13
8566,1,1,1983,5,0,-2,1,1,2,0,2,1,1,2,3,16,10,1,5,2,1,1,1,3,19,35969,12,732,515,515,-4,-4,-4,-4,-4,-4,12,935,850,-4,-4,-4,-4,-4,-4,12
8567,2,1,1982,5,0,1,1,1,2,1,2,1,1,1,2,17,8,1,6,3,1,-3,6,3,17,35403,8,1140,-4,-4,-4,-4,-4,-4,-4,-4,8,1181,-4,-4,-4,-4,-4,-4,-4,8
8568,2,1,1984,5,0,1,1,1,2,1,2,1,1,1,2,15,8,1,6,3,1,1,0,0,17,30281,10,1214,-4,750,-4,-4,-4,-4,-4,-4,10,1575,850,-4,-4,-4,-4,-4,-4,10
8569,2,2,1980,2,2,1,1,1,1,1,3,1,1,4,3,20,11,4,5,2,1,2,0,2,18,22968,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,13,-4,-4,-4,-4,-4,-4,-4,-4,14
8570,2,1,1983,2,2,1,1,1,1,3,2,-3,1,2,3,16,9,4,5,3,1,1,7,2,17,60682,11,692,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,13
8571,2,1,1982,2,3,4,1,2,1,4,2,-3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11,5552,10,715,-3,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,10
8572,2,1,1980,2,1,-2,1,1,1,1,2,-3,1,2,4,19,13,4,2,0,1,-4,2,3,16,-4,13,585,688,-4,-4,-4,-4,-4,-4,-4,13,1060,822,585,-4,-4,-4,-4,-4,13
8573,3,2,1981,2,4,2,1,1,1,1,3,1,1,2,3,18,11,4,6,1,1,1,0,1,15,33191,13,-3,-3,-3,-4,-4,-4,-4,-4,-4,13,922,1000,-4,-4,-4,-4,-4,-4,15
8574,2,1,1980,2,-4,-4,-4,1,1,0,3,1,1,2,3,19,11,4,4,0,1,1,0,1,17,18824,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11
