"R0000100","R0069500","R0536300","R0536402","R0538700","R0554500","R0554800","R1201300","R1236000","R1482600","R1487700","R2463300","R2600200","R2729700","R3481900","R3776700","R3876300","R3884701","R3885200","R3885300","R3885400","R3899100","R3923600","R3925200","R3925300","R5511700","R9829600","S7513500","S7521300","S7521400","S7521500","S7521600","S7521700","S7521800","S7521900","S7522000","S7522100","T0013900","T0022000","T0022100","T0022200","T0022300","T0022400","T0022500","T0022600","T0022700","Z9083800"
8335,2,2,1984,2,3,3,1,2,1,0,2,1,1,3,3,15,9,2,5,2,1,1,0,0,16,69826,16,775,-4,-4,-4,-4,-4,-4,-4,-4,16,750,1237,850,-4,-4,-4,-4,-4,18
8336,2,2,1984,2,3,3,1,2,1,0,2,1,1,1,3,15,9,2,5,2,1,1,0,0,16,65540,16,630,2121,950,-4,-4,-4,-4,-4,-4,16,1906,-4,-4,-4,-4,-4,-4,-4,16
8337,2,2,1981,2,3,3,1,3,1,1,3,3,1,3,3,18,11,4,3,0,1,3,2,2,14,31379,12,1300,1663,-3,1334,-4,-4,-4,-4,-4,12,2000,2000,-4,-4,-4,-4,-4,-4,12
8338,3,1,1981,2,3,2,1,1,1,2,3,1,1,1,3,18,11,2,4,1,1,1,0,1,18,34780,13,905,850,-4,-4,-4,-4,-4,-4,-4,13,1161,900,900,-4,-4,-4,-4,-4,13
8339,2,1,1982,2,3,2,1,4,1,1,2,1,1,1,2,17,10,2,4,1,1,1,0,0,19,53109,12,1000,-4,-4,-4,-4,-4,-4,-4,-4,12,1035,-4,-4,-4,-4,-4,-4,-4,14
8340,3,1,1981,2,2,3,1,1,1,2,3,2,1,1,3,18,10,10,3,1,1,1,0,1,12,7887,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,-4,-4,-4,-4,-4,-4,-4,-4,10
8341,2,2,1984,2,-2,-1,1,2,1,1,2,2,1,1,2,15,8,1,6,4,1,-3,0,0,17,14896,12,-4,690,640,-4,-4,-4,-4,-4,-4,12,-4,680,-4,-4,-4,-4,-4,-4,14
8342,2,2,1984,2,3,3,1,2,1,0,2,2,1,1,2,15,8,1,6,4,1,1,0,0,18,7432,12,890,-4,-4,-4,-4,-4,-4,-4,-4,12,942,-4,-4,-4,-4,-4,-4,-4,12
8343,2,2,1983,2,3,3,1,2,1,0,2,-3,1,1,2,16,8,1,6,3,1,1,0,0,13,6350,12,750,-4,-4,-4,-4,-4,-4,-4,-4,12,600,750,-4,-4,-4,-4,-4,-4,15
8344,2,1,1981,2,2,2,1,1,1,0,3,1,1,2,3,18,12,5,3,0,1,1,0,1,18,33927,14,950,800,-4,-4,-4,-4,-4,-4,-4,14,850,-4,-4,-4,-4,-4,-4,-4,14
8345,2,2,1980,2,4,0,1,2,1,3,3,2,3,3,3,19,12,4,3,0,1,1,2,3,13,71297,17,1330,-4,-4,-4,-4,-4,-4,-4,-4,17,-3,-4,-4,-4,-4,-4,-4,-4,20
8346,3,1,1980,2,0,1,1,1,1,5,3,1,1,1,-4,19,12,10,3,0,2,-4,0,2,17,47804,13,-3,1200,-4,-4,-4,-4,-4,-4,-4,13,1075,-4,-4,-4,-4,-4,-4,-4,13
8347,3,1,1980,2,2,2,1,1,1,5,3,1,1,1,-4,19,10,1,3,0,1,-4,0,1,15,30000,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,-4,-4,-4,-4,-4,-4,-4,-4,10
8348,1,1,1983,2,3,3,1,-3,1,2,2,1,6,1,2,16,-3,-3,5,4,1,-4,4,3,11,5353,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-3
8349,3,1,1982,2,3,4,1,2,1,3,2,3,1,1,2,17,11,10,2,1,1,3,0,0,18,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,15
8350,2,1,1980,5,5,3,1,-4,2,1,3,-3,6,2,3,19,11,10,3,0,1,-3,0,2,18,28486,11,1470,-4,-4,-4,-4,-4,-4,-4,-4,11,1475,-4,-4,-4,-4,-4,-4,-4,11
8351,1,2,1982,5,-4,-4,-4,-4,2,2,3,-3,6,3,-4,17,8,2,3,1,1,-4,0,1,13,2058,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,8,800,-4,-4,-4,-4,-4,-4,-4,8
8352,4,1,1982,2,3,3,1,2,1,3,2,1,1,1,3,17,10,8,2,1,1,1,0,0,19,1535,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,10
8353,1,1,1984,2,4,-2,1,3,1,2,2,3,1,1,2,15,8,4,4,3,1,2,0,0,16,9799,12,1347,-4,-4,-4,-4,-4,-4,-4,-4,12,1447,-4,-4,-4,-4,-4,-4,-4,12
8354,2,1,1981,2,4,5,1,1,1,1,3,1,1,2,3,18,11,4,4,2,1,1,0,0,18,79405,17,1050,1369,-4,-4,-4,-4,-4,-4,-4,17,1645,2000,1050,-4,-4,-4,-4,-4,17
8355,1,1,1982,2,4,5,1,2,1,5,2,4,1,2,3,17,10,5,4,1,1,-3,3,0,-4,6134,14,102000,-4,-4,-4,-4,-4,-4,-4,-4,14,1300,900,-4,-4,-4,-4,-4,-4,14
8356,2,2,1982,2,1,-2,1,3,1,1,3,3,2,2,3,18,11,4,3,1,1,3,0,1,17,56256,14,-3,1316,1050,-4,-4,-4,-4,-4,-4,14,-3,1349,-4,-4,-4,-4,-4,-4,14
8357,3,2,1983,2,1,-2,1,2,1,3,2,-3,1,2,3,16,10,4,3,1,1,3,1,2,19,26728,13,2957,-4,-4,-4,-4,-4,-4,-4,-4,13,5769,-4,-4,-4,-4,-4,-4,-4,18
8358,2,2,1984,2,2,-2,1,2,1,0,2,-3,1,2,3,15,9,4,5,3,1,1,4,3,11,-4,12,750,730,-4,-4,-4,-4,-4,-4,-4,12,790,825,780,-4,-4,-4,-4,-4,13
8359,2,1,1981,5,0,1,1,-4,2,6,3,-3,6,3,3,18,11,4,6,4,1,-3,0,2,-5,12390,11,33,-4,-4,-4,-4,-4,-4,-4,-4,11,40,-4,-4,-4,-4,-4,-4,-4,11
8360,3,1,1982,5,0,1,1,-4,2,6,3,-3,6,4,3,17,9,4,6,4,1,4,0,1,16,11203,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9
8361,2,1,1983,5,0,1,1,-4,2,5,2,-3,6,3,-4,16,8,4,6,4,1,-4,0,3,18,26900,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9
8362,3,2,1982,2,-4,-4,-4,2,1,3,2,1,1,1,3,17,10,4,3,1,1,1,0,1,17,12806,15,1000,-4,-4,-4,-4,-4,-4,-4,-4,15,900,-4,-4,-4,-4,-4,-4,-4,15
8363,3,2,1982,5,1,-2,2,2,2,1,2,1,1,2,3,17,10,1,5,1,1,1,0,0,17,22874,12,775,-4,-4,-4,-4,-4,-4,-4,-4,12,900,1175,568,-4,-4,-4,-4,-4,12
8364,2,2,1984,5,0,-2,2,2,2,0,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11974,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6
8365,2,2,1982,2,1,4,1,1,1,0,3,1,1,1,3,17,11,2,3,1,1,2,0,1,16,75344,14,1830,-4,-4,-4,-4,-4,-4,-4,-4,14,1925,-4,-4,-4,-4,-4,-4,-4,20
8366,2,2,1982,2,3,1,1,2,1,0,2,-3,1,2,3,17,10,6,6,3,1,-3,-4,-4,-5,3842,10,515,-4,-4,-4,-4,-4,-4,-4,-4,10,525,-4,-4,-4,-4,-4,-4,-4,10
8367,2,2,1980,1,-4,-4,-4,-3,2,1,-4,-4,1,1,-4,19,9,10,4,2,1,-4,0,0,10,24393,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,9,-4,-4,-4,-4,-4,-4,-4,-4,9
8368,2,2,1982,5,1,1,2,1,2,0,2,3,1,3,3,17,10,10,2,1,1,3,0,0,18,1964,10,900,-4,-4,-4,-4,-4,-4,-4,-4,10,1339,-4,-4,-4,-4,-4,-4,-4,10
8369,2,2,1984,5,1,1,2,2,2,0,1,1,5,1,1,15,8,4,3,2,1,3,2,0,12,10403,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12
8370,2,2,1983,2,2,2,1,1,1,0,2,1,1,2,2,16,8,8,3,1,1,-3,4,3,12,21898,-3,333,-4,-4,-4,-4,-4,-4,-4,-4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-3
8371,2,1,1983,2,2,3,1,1,1,1,2,3,1,2,3,16,9,9,5,4,1,1,0,0,-5,36092,10,1100,990,900,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,10
8372,1,2,1984,2,2,3,1,4,1,0,1,2,1,3,2,15,6,9,5,3,1,1,2,1,-5,10524,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9
8373,2,2,1980,2,2,5,1,4,1,2,3,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,15,86468,11,960,-4,-4,-4,-4,-4,-4,-4,-4,11,-4,-4,-4,-4,-4,-4,-4,-4,11
8374,2,2,1984,5,1,-2,1,1,2,0,1,1,1,2,1,15,8,8,6,4,1,-3,2,3,15,72025,13,1000,2865,-4,-4,-4,-4,-4,-4,-4,13,-3,1000,-4,-4,-4,-4,-4,-4,14
8375,1,1,1983,5,1,1,2,2,2,0,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,13,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11,1128,850,-4,-4,-4,-4,-4,-4,11
8376,1,1,1981,5,1,1,1,4,2,0,3,3,1,2,3,18,12,10,4,2,2,3,1,2,-5,41962,12,-4,700,-4,-4,-4,-4,-4,-4,-4,12,750,-4,-4,-4,-4,-4,-4,-4,14
8377,1,2,1984,2,2,3,1,2,1,0,2,3,1,1,3,15,9,4,5,4,1,3,1,0,13,-4,11,650,1200,725,-3,-4,-4,-4,-4,-4,11,750,625,-4,-4,-4,-4,-4,-4,11
8378,2,2,1982,5,1,1,3,1,2,3,-4,-4,1,1,-4,17,6,4,2,1,1,-4,0,2,9,12689,6,-3,1150,-4,-4,-4,-4,-4,-4,-4,6,715,715,675,267,-4,-4,-4,-4,7
8379,2,1,1982,1,-2,-2,3,1,2,4,2,3,1,3,3,17,9,4,8,6,1,3,3,0,13,29488,9,1050,850,-4,-4,-4,-4,-4,-4,-4,9,1000,-4,-4,-4,-4,-4,-4,-4,9
8380,2,1,1980,2,0,0,2,2,1,0,3,2,1,1,3,19,10,1,4,1,1,1,3,3,15,-4,13,1353,-4,-4,-4,-4,-4,-4,-4,-4,13,1362,-4,-4,-4,-4,-4,-4,-4,13
8381,2,1,1984,2,-2,-2,1,1,1,-4,2,1,1,1,2,15,8,4,2,1,1,-3,3,2,16,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9
8382,2,2,1982,2,1,1,1,1,2,0,3,1,1,2,-4,17,8,10,6,5,1,-4,0,2,14,18936,8,1000,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,8
8383,2,1,1980,2,3,2,1,1,1,0,3,1,1,1,3,19,12,1,4,0,1,1,1,2,16,37633,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,14
8384,2,1,1983,2,1,2,1,3,1,1,2,2,1,1,3,16,9,4,4,3,1,2,2,1,16,18031,11,600,100,-4,-4,-4,-4,-4,-4,-4,11,635,375,500,-4,-4,-4,-4,-4,11
8385,1,2,1981,2,1,1,1,3,1,1,2,2,1,1,3,18,10,4,4,2,1,2,0,0,17,4819,11,950,-4,-4,-4,-4,-4,-4,-4,-4,11,900,-4,-4,-4,-4,-4,-4,-4,13
8386,2,2,1983,2,2,1,1,3,1,0,2,2,1,2,3,16,10,4,3,2,1,2,0,0,15,68300,16,700,-4,-4,-4,-4,-4,-4,-4,-4,16,-3,-4,-4,-4,-4,-4,-4,-4,16
8387,2,1,1984,2,1,1,1,1,1,2,1,3,1,1,2,15,7,4,4,1,1,3,2,0,17,2218,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,585,-4,-4,-4,-4,-4,-4,-4,12
8388,2,1,1982,2,-4,-4,-4,3,1,0,2,2,1,1,3,17,9,1,4,2,1,2,0,0,18,7403,12,1683,-3,-4,-4,-4,-4,-4,-4,-4,12,3778,-4,-4,-4,-4,-4,-4,-4,12
8389,1,1,1984,2,-4,-4,-4,1,1,1,1,3,1,1,2,15,7,1,4,2,1,3,0,1,15,5066,12,-3,825,-3,-4,-4,-4,-4,-4,-4,12,929,-4,-4,-4,-4,-4,-4,-4,12
8390,3,2,1983,2,1,1,1,4,1,0,2,2,1,2,3,16,9,4,4,2,1,2,0,0,15,43494,16,670,742,-4,-4,-4,-4,-4,-4,-4,16,1667,670,-4,-4,-4,-4,-4,-4,16
8391,2,2,1982,2,1,-2,1,4,1,0,2,2,1,2,3,17,10,2,5,3,1,2,0,0,14,41439,16,1023,1000,-4,-4,-4,-4,-4,-4,-4,16,930,-4,-4,-4,-4,-4,-4,-4,16
8392,3,2,1980,2,0,0,1,2,1,1,3,-3,1,1,3,19,95,4,2,0,1,-3,0,0,17,14114,95,725,800,-4,-4,-4,-4,-4,-4,-4,95,800,725,-4,-4,-4,-4,-4,-4,95
8393,1,2,1983,2,4,2,1,3,1,1,2,2,1,1,3,16,10,5,4,3,1,2,0,0,12,52606,16,-4,793,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,16
8394,1,2,1984,2,4,2,1,3,1,1,2,2,1,2,3,15,9,5,4,3,1,2,0,0,11,60683,14,-4,700,-4,-4,-4,-4,-4,-4,-4,14,-4,700,-4,-4,-4,-4,-4,-4,16
8395,1,1,1984,2,3,4,1,3,1,0,2,2,1,1,3,15,9,4,3,1,1,2,0,0,18,48972,15,1343,-4,-4,-4,-4,-4,-4,-4,-4,16,1618,-4,-4,-4,-4,-4,-4,-4,18
8396,1,2,1983,2,0,0,1,3,1,0,2,2,1,1,3,16,10,4,5,4,1,2,1,0,6,60267,15,370,0,2510,-4,-4,-4,-4,-4,-4,15,1963,1546,2000,-4,-4,-4,-4,-4,16
8397,1,2,1984,2,0,0,1,-3,1,0,2,2,1,2,3,15,9,4,5,4,1,2,0,0,12,13975,13,1149,900,-4,-4,-4,-4,-4,-4,-4,14,1265,830,-4,-4,-4,-4,-4,-4,16
8398,3,1,1984,2,0,0,1,2,1,3,2,3,1,2,2,15,8,4,5,4,1,-3,3,1,15,19786,12,1126,1000,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,12
8399,4,1,1982,2,1,1,1,2,1,2,3,2,1,1,3,17,11,1,4,2,1,2,0,0,18,59509,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,13,3834,-4,-4,-4,-4,-4,-4,-4,13
8401,2,2,1984,2,-2,-2,1,3,1,0,2,2,1,1,3,15,9,6,2,1,0,1,0,0,13,4910,12,706,1301,1250,-4,-4,-4,-4,-4,-4,12,-3,545,1301,-4,-4,-4,-4,-4,12
8402,1,2,1980,2,-2,-2,1,2,1,0,3,2,1,3,4,19,13,10,3,1,1,-4,0,0,15,62501,14,1327,-4,-4,-4,-4,-4,-4,-4,-4,14,1317,-4,-4,-4,-4,-4,-4,-4,17
8403,1,2,1983,2,-4,-4,-4,3,1,2,2,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12,-5,13,600,-4,-4,-4,-4,-4,-4,-4,-4,13,800,-4,-4,-4,-4,-4,-4,-4,13
8404,1,1,1983,5,0,1,1,2,2,0,1,2,1,2,1,16,8,-3,4,2,2,2,1,1,19,12372,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,10
8405,2,2,1983,2,-2,-2,1,1,1,-4,2,-3,1,2,3,16,8,4,3,2,1,2,0,1,18,-4,8,850,600,700,700,-4,-4,-4,-4,-4,8,650,850,-4,-4,-4,-4,-4,-4,14
8406,2,2,1981,2,-2,-2,1,4,1,0,3,4,1,1,3,18,11,4,6,4,1,4,0,0,16,-4,13,1075,700,-4,-4,-4,-4,-4,-4,-4,13,750,700,1075,-4,-4,-4,-4,-4,14
8407,2,1,1984,2,1,1,1,2,1,6,2,-3,1,1,-4,15,9,10,1,1,1,-4,-4,-4,19,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,10
8408,4,2,1980,2,2,3,1,-3,1,5,3,2,1,3,-4,19,9,4,4,2,0,-4,0,0,15,4745,10,725,900,-4,-4,-4,-4,-4,-4,-4,10,1408,1250,-4,-4,-4,-4,-4,-4,10
8409,2,1,1981,2,2,3,1,2,1,1,3,2,1,2,3,18,11,4,5,2,0,2,0,1,15,-4,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,11
8410,1,1,1981,2,1,1,1,2,1,1,3,-3,1,2,3,18,11,10,2,0,1,2,0,0,18,11555,14,1143,750,950,-4,-4,-4,-4,-4,-4,14,1242,-4,-4,-4,-4,-4,-4,-4,14
8411,2,2,1984,2,3,1,1,3,1,0,1,2,1,1,2,14,8,9,5,2,1,3,1,0,13,1858,12,6000,500,-4,-4,-4,-4,-4,-4,-4,12,3333,105,625,-4,-4,-4,-4,-4,12
8412,2,1,1982,2,1,1,1,2,1,1,2,2,1,1,2,17,9,1,6,3,1,2,1,0,20,-4,13,3750,-4,-4,-4,-4,-4,-4,-4,-4,13,6667,-4,-4,-4,-4,-4,-4,-4,13
8413,2,2,1980,2,3,3,1,3,1,3,3,3,1,2,4,19,13,10,2,0,1,-4,0,3,14,52227,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,13,-3,-4,-4,-4,-4,-4,-4,-4,16
8414,2,2,1982,2,3,1,1,3,1,2,3,3,1,3,3,17,11,2,7,5,0,2,0,1,15,32018,12,2100,2310,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,14
8415,2,2,1980,2,3,1,1,3,1,0,3,3,1,3,3,18,12,1,7,4,0,2,0,0,13,5492,15,1400,2150,-4,-4,-4,-4,-4,-4,-4,15,1700,1278,-4,-4,-4,-4,-4,-4,15
8416,1,1,1983,2,3,1,1,4,1,2,2,3,1,1,3,16,10,1,7,4,0,2,2,0,16,29784,16,963,-4,-4,-4,-4,-4,-4,-4,-4,16,1381,625,2356,-4,-4,-4,-4,-4,18
8417,3,1,1980,2,1,1,1,3,1,1,3,3,1,3,-4,19,10,4,3,1,0,-4,1,2,11,1607,10,1108,-4,-4,-4,-4,-4,-4,-4,-4,10,650,825,900,-4,-4,-4,-4,-4,10
8418,3,2,1980,2,2,1,1,3,1,0,3,3,1,3,-4,19,12,2,4,1,0,-4,0,2,18,22651,13,-4,4239,1116,-4,-4,-4,-4,-4,-4,13,-4,1702,-4,-4,-4,-4,-4,-4,16
8419,2,1,1984,2,1,1,1,4,1,0,2,4,1,1,2,15,8,4,3,2,0,2,2,0,20,4558,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12,1309,900,828,750,-4,-4,-4,-4,12
8420,1,1,1983,2,-4,-4,-4,4,1,2,2,3,1,2,3,16,10,1,5,3,0,2,0,0,14,18685,13,1085,-4,-4,-4,-4,-4,-4,-4,-4,13,1115,-4,-4,-4,-4,-4,-4,-4,13
8421,1,1,1980,2,2,2,1,3,1,2,3,3,1,2,3,19,11,4,6,3,0,2,0,0,15,2734,12,800,-4,-4,-4,-4,-4,-4,-4,-4,12,745,900,-4,-4,-4,-4,-4,-4,12
8422,3,2,1982,2,2,2,1,3,1,1,3,3,1,2,3,17,11,4,6,4,0,2,2,1,13,13929,12,990,-4,-4,-4,-4,-4,-4,-4,-4,12,-3,990,-4,-4,-4,-4,-4,-4,12
8423,2,1,1983,2,2,2,1,4,1,2,2,4,1,1,2,16,8,4,6,3,0,2,2,1,17,44454,13,921,1000,-4,-4,-4,-4,-4,-4,-4,13,976,-4,-4,-4,-4,-4,-4,-4,13
8424,2,2,1981,2,-2,-2,1,3,1,0,3,3,1,2,3,18,12,4,5,2,0,2,0,1,18,62570,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,14,-4,-4,-4,-4,-4,-4,-4,-4,14
8425,2,1,1981,2,-2,-2,1,4,1,1,2,3,1,4,3,18,9,4,7,4,0,2,1,2,18,5879,9,1150,900,-4,-4,-4,-4,-4,-4,-4,9,1255,-4,-4,-4,-4,-4,-4,-4,9
8426,3,1,1982,2,-2,-2,1,4,1,3,2,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,15447,10,1150,625,900,207,-4,-4,-4,-4,-4,10,1229,156,-4,-4,-4,-4,-4,-4,10
8427,2,2,1984,2,-2,-2,1,2,1,0,1,4,1,1,2,15,-3,4,8,3,0,3,0,0,15,2757,11,1458,600,-4,-4,-4,-4,-4,-4,-4,11,1478,-4,-4,-4,-4,-4,-4,-4,11
8428,1,1,1982,2,3,-2,1,3,1,3,3,3,1,2,3,17,11,4,4,2,0,2,0,2,12,24288,12,900,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,12
8429,3,1,1983,2,5,5,1,4,1,1,2,4,1,1,2,15,8,1,5,3,0,2,0,0,20,14025,9,1056,-4,-4,-4,-4,-4,-4,-4,-4,9,1000,-4,-4,-4,-4,-4,-4,-4,9
8430,3,1,1981,2,-4,-4,-4,-3,1,0,3,-3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,17,-5,12,900,850,-4,-4,-4,-4,-4,-4,-4,12,1200,-4,-4,-4,-4,-4,-4,-4,12
8431,3,2,1982,2,-4,-4,-4,3,1,1,3,3,1,2,3,17,11,4,5,2,0,2,0,0,19,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,12
8432,2,1,1982,2,3,3,1,3,1,2,3,3,1,2,-4,17,8,5,3,2,0,-4,0,1,19,58941,8,950,1100,-4,-4,-4,-4,-4,-4,-4,8,1300,900,-4,-4,-4,-4,-4,-4,8
8433,2,1,1983,2,3,3,1,2,1,3,2,3,1,2,3,16,9,5,3,1,0,2,0,0,17,80476,15,650,900,-4,-4,-4,-4,-4,-4,-4,16,-4,-4,-4,-4,-4,-4,-4,-4,17
8434,2,1,1983,2,3,-2,1,2,1,2,2,3,1,3,3,16,10,1,5,2,0,2,1,1,13,27679,10,1000,1150,-4,-4,-4,-4,-4,-4,-4,10,1202,-4,-4,-4,-4,-4,-4,-4,10
8435,2,2,1983,2,3,-2,1,2,1,1,2,3,1,2,3,16,9,4,2,1,0,3,1,1,16,31032,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,700,700,-4,-4,-4,-4,-4,-4,12
8436,2,1,1982,2,1,2,1,2,1,0,2,3,1,2,3,17,9,4,5,4,0,2,0,0,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9
8437,2,1,1983,2,1,2,1,2,1,1,2,3,1,3,3,16,9,4,4,2,0,2,0,1,19,-4,9,700,1000,800,-4,-4,-4,-4,-4,-4,9,800,800,-4,-4,-4,-4,-4,-4,9
8438,1,2,1980,2,5,-2,1,3,1,0,3,3,1,1,5,19,13,4,3,1,0,-4,0,0,-5,35713,16,1635,952,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,20
8439,3,2,1981,2,3,3,1,3,1,0,3,3,1,3,3,18,12,1,4,1,1,2,0,0,16,35845,16,1245,939,-4,-4,-4,-4,-4,-4,-4,16,1023,625,1000,939,-4,-4,-4,-4,18
8440,2,2,1980,2,1,1,1,3,1,0,3,3,1,2,5,19,12,4,4,1,0,-4,0,1,16,65985,16,600,1000,-4,-4,-4,-4,-4,-4,-4,16,600,1043,-4,-4,-4,-4,-4,-4,18
8441,2,1,1981,2,2,-2,1,2,1,8,-4,-4,1,3,-4,18,7,4,2,0,0,-4,0,2,19,4368,7,778,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,7
8442,3,1,1981,2,1,1,1,2,1,1,2,3,1,4,3,18,10,4,3,1,0,2,1,1,16,-4,12,1108,-4,-4,-4,-4,-4,-4,-4,-4,12,950,-4,-4,-4,-4,-4,-4,-4,12
8443,4,1,1984,2,1,1,1,2,1,0,2,3,1,3,3,15,9,8,3,1,0,2,0,0,19,-4,11,650,900,1050,-4,-4,-4,-4,-4,-4,11,700,700,-4,-4,-4,-4,-4,-4,13
8444,2,2,1984,2,-2,-2,1,2,1,0,2,2,1,1,2,15,8,1,4,2,0,2,0,1,18,27520,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,15,645,-4,-4,-4,-4,-4,-4,-4,19
8445,2,1,1981,2,-4,-4,-4,3,1,0,3,3,1,2,3,18,11,4,3,0,0,2,1,2,20,-4,12,950,-4,-4,-4,-4,-4,-4,-4,-4,12,1184,-4,-4,-4,-4,-4,-4,-4,12
8446,2,1,1981,2,1,1,1,2,1,0,3,2,1,2,3,18,11,1,5,1,0,2,0,0,15,22699,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,14,-4,-4,-4,-4,-4,-4,-4,-4,18
8447,1,1,1982,2,2,1,1,3,1,0,2,3,1,1,3,17,10,4,2,1,1,3,0,0,15,18727,17,600,1050,-4,-4,-4,-4,-4,-4,-4,18,600,1190,-4,-4,-4,-4,-4,-4,18
8448,2,1,1980,2,-2,-2,1,3,1,2,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,18,-5,-3,1062,-4,-4,-4,-4,-4,-4,-4,-4,-3,809,-4,-4,-4,-4,-4,-4,-4,-3
8449,2,1,1980,2,1,1,1,4,1,4,3,4,1,3,3,19,11,1,3,0,1,3,1,3,17,4118,11,1250,-4,-4,-4,-4,-4,-4,-4,-4,11,25000,-4,-4,-4,-4,-4,-4,-4,11
8450,2,2,1982,2,2,2,1,4,1,1,3,4,1,3,3,17,11,1,3,1,1,3,0,0,15,89207,17,2740,-4,-4,-4,-4,-4,-4,-4,-4,17,3000,27644,-4,-4,-4,-4,-4,-4,18
8451,3,2,1982,2,2,3,1,4,1,0,3,4,1,2,3,17,11,1,3,1,1,3,2,1,16,24704,17,1431,1713,-4,-4,-4,-4,-4,-4,-4,18,1564,-4,-4,-4,-4,-4,-4,-4,20
8452,2,1,1980,2,-2,-2,1,4,1,7,3,4,1,1,-4,19,12,1,4,1,1,-4,1,3,-5,12668,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12,1540,-4,-4,-4,-4,-4,-4,-4,12
8453,4,1,1981,2,3,2,1,4,1,6,3,4,1,1,3,18,12,10,1,0,-3,3,0,0,10,69719,14,-4,14286,-4,-4,-4,-4,-4,-4,-4,14,-4,-4,-4,-4,-4,-4,-4,-4,18
8454,2,1,1983,2,-2,-2,1,3,1,0,2,2,1,1,3,16,9,4,5,3,1,2,0,0,18,9481,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,14,650,-4,-4,-4,-4,-4,-4,-4,14
